"id";"cliente_id";"tipo";"nota";"proxima_accion";"fecha_proxima";"fecha";"asesor"
30;"901558721";"LLAMADA";"SE LLAMA AL CLIENTE";"POR AHORA NO NECESITA NADA";"2026-04-27";"2026-04-22 00:00:00";"JUAN VICENTE PAEZ OSPINA"
31;"79970667";"LLAMADA";"CLIENTE LLAMA";"SE LE ENVIA LA OFERTAS 2600191";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
32;"800251165";"LLAMADA";"CLIENTE LLAMA";"SE LE ENVIAN LAS OFERTAS 2600189 Y 2600190, HACEN EL PEDIDO DE LA 2600191";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
33;"800210828";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
34;"830110454";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
35;"860030640";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
36;"860043787";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE NO TIENE PROYECTOS ACTUALMENTE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
37;"860530147";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE NO TIENE PROYECTOS ACTUALMENTE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
38;"900403084";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE NO TIENE PROYECTOS ACTUALMENTE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
39;"900409769";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
40;"900490484";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
41;"900558044";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
42;"900742574";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
43;"901011629";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
44;"901263518";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE NO TIENE PROYECTOS ACTUALMENTE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
45;"901411272";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE NO TIENE PROYECTOS ACTUALMENTE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
46;"901469364";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
47;"901532176";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
48;"901839894";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE NO TIENE PROYECTOS ACTUALMENTE";"2026-04-28";"2026-04-23 00:00:00";"JUAN VICENTE PAEZ OSPINA"
49;"800251165";"WHATSAPP";"CLIENTE ESCRIBE";"SOLICITA FRA DE LA VENTA DEL VIERNES, APRUEBAN VENTA DE LA COTIZACIÓN BOG-2600193, A LA ESPERA DEL PAGO PARA PROCESAR PEDIDO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
50;"800251165";"WHATSAPP";"CLIENTE ESCRIBE";"SOLICITA COTIZACION 80ML PANEL REYCO ";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
51;"860034174";"WHATSAPP";"CLIENTE ESCRIBE";"SE LE ENVIA COTIZACION BOG-2600195";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
52;"830131392";"LLAMADA";"SE LLAMA AL CLIENTE";"PROYECTO APLAZADO HASTA NUEVA ASAMBLEA";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
53;"860009453";"LLAMADA";"SE LLAMA AL CLIENTE";"PROYECTO APLAZADO HASTA NUEVA ASAMBLEA";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
54;"860058070";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
55;"860509527";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
56;"900032839";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
57;"900049238";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
58;"900380293";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
59;"900773288";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
60;"900814668";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
61;"901231446";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
62;"901380034";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
63;"901384636";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
64;"901502363";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
65;"901544704";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
66;"901548890";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
67;"901627524";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
68;"901656849";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
69;"901760403";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
70;"901766544";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
71;"901781786";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
72;"901862267";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
73;"901880021";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
74;"901896795";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
75;"901900732";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
76;"8300589551";"LLAMADA";"SE LLAMA AL CLIENTE";"PROYECTO APLAZADO HASTA NUEVA ASAMBLEA";"2026-05-02";"2026-04-27 00:00:00";"JUAN VICENTE PAEZ OSPINA"
77;"800251165";"LLAMADA";"CLIENTE LLAMA";"SOLICITA PRECIOS DE LAS MALLAS DE LA OFERTA BOG-2600195 PERO SIN PINTAR, SE LE ENVIA EL DATO. HACE EL PAGO DE LA COT BOG-2600193";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
78;"79787115";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
79;"80065062";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
80;"860070301";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
81;"900020452";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
82;"900260920";"LLAMADA";"SE LLAMA AL CLIENTE";"PROYECTO EN STANDBY POR LLUVIAS";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
83;"900680999";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
84;"900688617";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
85;"900960810";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
86;"901119151";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
87;"901172614";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
88;"901488309";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
89;"901817724";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
90;"901827593";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS ACTIVOS EN EL MOMENTO";"2026-05-03";"2026-04-28 00:00:00";"JUAN VICENTE PAEZ OSPINA"
91;"800124275";"LLAMADA";"SE LLAMA AL CLIENTE";"EL NUMERO REGISTRADO NO ES DE ESA EMPRESA";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
92;"802024688";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
93;"860534361";"LLAMADA";"SE LLAMA AL CLIENTE";"EL NUMERO MARCADO NO SE ENCUENTRA DISPONIBLE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
94;"900524068";"LLAMADA";"SE LLAMA AL CLIENTE";"NUMERO MARCADO TEMPORALMENTE FUERA DE SERVICIO";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
95;"900889434";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
96;"900928850";"LLAMADA";"SE LLAMA AL CLIENTE";"CLIENTE COMPRO ESLABONADA A PROVEEDOR DE BARRANQUILLA, CUALQUIER COSA NOS ESCRIBE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
97;"901054197";"LLAMADA";"SE LLAMA AL CLIENTE";"EL NUMERO REGISTRADO NO ES DE ESA EMPRESA";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
98;"901056197";"LLAMADA";"SE LLAMA AL CLIENTE";"NECESITA MALLA PARA FUNDIDA DE PISO, QUEDO DE ENVIAR LOS DATOS AL WHATSAPP";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
99;"901082929";"LLAMADA";"SE LLAMA AL CLIENTE";"EN LA LLAMADA INFORMA DE UNA SOLICITUD, SE HACE LA COTIZACION";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
100;"901103568";"LLAMADA";"SE LLAMA AL CLIENTE";"EL NUMERO MARCADO NO SE ENCUENTRA DISPONIBLE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
101;"901128710";"LLAMADA";"SE LLAMA AL CLIENTE";"SOLICITAN REENVIO DE LA COTIZACION";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
102;"901192838";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
103;"901275463";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN LA ACTUALIDAD";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
104;"901289332";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
105;"901337193";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
106;"901426346";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
107;"901498409";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN LA ACTUALIDAD, CLIENTE SOLICITA EL CATALOGO PARA TENERNOS PRESENTES";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
108;"901500464";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
109;"901515923";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
110;"1032386804";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN LA ACTUALIDAD";"2026-05-04";"2026-04-29 00:00:00";"JUAN VICENTE PAEZ OSPINA"
111;"860034174";"WHATSAPP";"CLIENTE ESCRIBE";"CLIENTE PAGA, SE INGRESA PEDIDO";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
112;"800210828";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
113;"830110454";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
114;"860030640";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
115;"900409416";"LLAMADA";"SE LLAMA AL CLIENTE";"NUMERO NO INSTALADO";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
116;"900409769";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
117;"900490484";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
118;"900558044";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
119;"900742574";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
120;"900990175";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
121;"901011629";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
122;"901143432";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
123;"901430921";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
124;"901469364";"LLAMADA";"SE LLAMA AL CLIENTE";"NUMERO YA NO ES DE ESA EMPRESA";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
125;"901532176";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
126;"901581862";"LLAMADA";"SE LLAMA AL CLIENTE";"SOLICITAN CATALOGO, SE ENVIA POR WHATSAPP";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
127;"901613227";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
128;"901693904";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENEN PROYECTOS EN LA ACTUALIDAD";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
129;"901734383";"LLAMADA";"SE LLAMA AL CLIENTE";"NO RESPONDE";"2026-05-05";"2026-04-30 00:00:00";"JUAN VICENTE PAEZ OSPINA"
130;"901924140";"WHATSAPP";"CLIENTE ESCRIBE";"ENVIA PAGO COT 2600150, SE PASA PEDIDO";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
131;"900515890";"LLAMADA";"CLIENTE PERDIDO";"CLIENTE PERDIDO";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
132;"900325497";"LLAMADA";"CLIENTE SOLICITA OFERTA DE PANELES";"SE ENVIA LA COT BOG2600214";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
133;"901082929";"LLAMADA";"SE HABLA CON EL CLIENTE";"SOLICITA MODIFICACÓN N";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
134;"860011109";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE EN LA ACTUALIDAD REQUERIMIENTOS PARA NUESTROS PRODUCTOS";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
135;"860045094";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
136;"860506140";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
137;"900181825";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE EN LA ACTUALIDAD REQUERIMIENTOS PARA NUESTROS PRODUCTOS";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
138;"900458019";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
139;"900738676";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE EN LA ACTUALIDAD REQUERIMIENTOS PARA NUESTROS PRODUCTOS";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
140;"901519173";"LLAMADA";"SE LLAMA AL CLIENTE";"NO TIENE PROYECTOS EN EL MOMENTO";"2026-05-09";"2026-05-04 00:00:00";"JUAN VICENTE PAEZ OSPINA"
