;id;cliente;direccion;telefono;ciudad;departamento;ciudad_id;departamento_id;email;sector;sector_id;contacto;tel_contacto;asesor;maneja_sucursales;estado;fecha_creacion
15;826003926;GEOCIVILES INGENIERIA S.A.S;CL 16 14 41 O F 10 06;6087611918;Duitama;Boyacá;NULL;NULL;geotecluis@yahoo.es;Constructora;6;DANIEL;3123303800;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
16;830010170;NUTRIANALISIS LTDA;CL 24 A 44 A 12;6013682580;Bogota D.C.;Bogota, D.C.;3301;33;nutrianalisis@nutrianalisis.co;;NULL;CARLOS D.;3002062446;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
17;830019298;AGRUPACION RESIDENCIAL  NUEVA TIBABUYES SECTOR A P-H;CR 123 131 61;6014962908;Bogota D.C.;Bogota, D.C.;NULL;NULL;anuevatibabuyesa@gmail.com;Conjuntos residenciales;11;ANGIE GARAVITO;3008194501;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
18;830031092;LENGUAJE URBANO SOCIEDAD ANONIMA;CL 110 7D 32;6014737541;Bogota D.C.;Bogota, D.C.;3301;33;lenguajeurbano893@gmail.com;;NULL;JUAN JOSE RENGIFO;3209684489;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
19;830036940;MODERLINE S A S;CL 18 65B 22 BRR ZONA IND. PUENTE ARANDA;6012604667;Bogota D.C.;Bogota, D.C.;3301;33;factura.proveedores@moderline.co;;NULL;DANIELA CASTILLO;3212445639;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
20;830057855;JUNTA DE ACCION COMUNAL DEL BARRIO EL PARQUE MORABIA LOCALIDAD 8 KENNEDY;CL 43 SUR 72P 14;3144109978;Bogota D.C.;Bogota, D.C.;3301;33;presidenciajac.morabia2022@gmail.com;;NULL;JOHN JAIRO APONTE;3144109978;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
21;830058578;SANDOVAL ASOCIADOS INGENIERIA-ARQUITECTURA S.A.S;CL 104 14A 45 OF 305;6018056350;Bogota D.C.;Bogota, D.C.;3301;33;facturacionsandovalasociados@gmail.com;;NULL;LIDA PADILLA;3154754130;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
22;8300589551;CONJUNTO RESIDENCIAL QUINTAS DE SANTA CECILIA ll PRIMERA ETAPA;CLL 49 SUR 88C 50;3123639990;Bogota D.C.;Bogota, D.C.;3301;33;quintasdesantacecilia.1etapa@gmail.com;;NULL;MARIBEL GARCIA;3123639990;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
23;830063785;JUNTA DE ACCION COMUNAL DEL BARRIO LECH WALESA O NUEVO CORINTO DE LA LOCALIDAD 11, SUBA;CL 128D BIS 101 02;3214315620;Bogota D.C.;Bogota, D.C.;3301;33;jkfajardobarinas@gmail.com;;NULL;JUAN CARLOS FRAJARDO;3214315620;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
24;830068390;COLEGIO DE CAMBRIDGE SAS;VDA LA AURORA;3108680302;La Calera;Cundinamarca;1448;14;financiera@colegiocambridge.edu.co;;NULL;MARIANA BARON;3214052632;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
25;830082285;PERT DPM SAS;DG 60 22A 20;6017431495;Bogota D.C.;Bogota, D.C.;3301;33;etorres@pertdpm.com.co;;NULL;DIANA LICETH ROJAS MESA;3143592583;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
26;830085540;UNIVERSAL DE CAUCHOS HURTADO SAS;CR 29 10 25;2474301;Bogota D.C.;Bogota, D.C.;3301;33;facturacionelectronica@universaldecauchos.com;;NULL;KATERINE GOMEZ ANGARITA;3194536130;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
27;830085826;COLDISMEC SECURITY SAS;CR 69A 31 22 SUR;4035462;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@coldismec.com;;NULL;ANA MARIA GIRALDO;3132624158;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
28;830088602;INGENIERIA COLOMBIANA Y ALQUILER DE MAQUINARIA INGECOLMAQ S.A.S;KM 1 5 VIA CHIA - CAJICA ED OXUS OF 412;6018844653;Chia;Cundinamarca;1416;14;contabilidad@ingecolmaq.com;;NULL;JULIAN LOPEZ;3013393551;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
29;830131392;CONJUNTO RESIDENCIAL SANTA MARIA RESERVADO 1 P.H.;CL 2 90 A 47 BRR TINTAL CENTRAL;6016057579;Bogota D.C.;Bogota, D.C.;3301;33;crstamaria1@gmail.com;;NULL;LINA MARIA ARISTIZABAL;3002049119;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
30;830141859;KA S.A.S.;CR 22 168 23 BG 316;3166900909;Bogota D.C.;Bogota, D.C.;3301;33;kasa.ingenieria@gmail.com;;NULL;ARQ. JOHN EDWIN PLAZAS MARTINEZ;3132370526;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
31;832006599;INZIGNIA CONSTRUCTION S.A.;AUT NORTE KM 21 IN OLIMPICA;3174341003;Chia;Cundinamarca;1416;14;facturacion@css-constructores.com;Constructora;6;ING JAVIER SANTRICH;3008883022;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
32;860001930;COLEGIO ROCHESTER S.A.S;VDA FUSCA KM 15 AUT NORTE COSTADO ORIENTAL COL ROCHESTER;601917217 1;Chia;Cundinamarca;1416;14;proveedor1@rochester.edu.co;;NULL;JAIME MEDINA;3002078004;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
33;860001965;TEXTILES LAFAYETTE SAS;CL 15 72 95;3227677848;Bogota D.C.;Bogota, D.C.;3301;33;recfacturae@lafayette.com;;NULL;ALEJANDRO ESGUERRA;3213137082;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
34;860002119;HUNTER DOUGLAS DE COLOMBIA SAS;VDA LA PUNTA AUT MEDELLIN KM 6 (!) COSTADO SUR ENTRANDO 400 (!) METROS ESQ;6014321000;Tenjo;Cundinamarca;1497;14;erodriguez@hdlao.com;;NULL;CESAR TORRES;3123204410;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
35;860006523;COLEGIO COLOMBO HEBREO;CR 50 152A 55;6016711303;Bogota D.C.;Bogota, D.C.;3301;33;secgeneral@cch.edu.co;;NULL;JOSE FERNANDO SERRANO;3203828331;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
36;860009453;CORPORACION CLUB CAMPESTRE LOS ARRAYANES;AUT NORTE KM 14 VIA INMACULADA;6016760070;Bogota D.C.;Bogota, D.C.;3301;33;0;;NULL;ANDIS ANTONIO TORRES;6016760070 EXT. 2100;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
37;860011109;HILANDERIAS BOGOTA S.A;CLL 113 7 21 OF 1006 ED TLEPORT TO A;3102493807;Bogota D.C.;Bogota, D.C.;3301;33;secretaria.compras@hilanderiasbogota.com;;NULL;IRENE PARRA;3102493807;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
38;860016662;COMITE OLIMPICO COLOMBIANO;AV 68 55 65;6016300093;Bogota D.C.;Bogota, D.C.;3301;33;coc@olimpicocol.co;;NULL;JOHANA PINILLA;3104121926;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
39;860023814;FUNDACIÓN EDUCATIVA DE INGLATERRA;AV CL 170 15 68 BRR LA URIBE;6016767700;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad@englishschool.edu.co;;NULL;GUIOVANNI AVILÉS;3052992715;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
40;860026892;SERVICIOS INDUSTRIALES TECNICOS SAS;CR 127 15 B 10;6014131200;Bogota D.C.;Bogota, D.C.;3301;33;acc-hr@servintec.com.co;;NULL;JAIRO HERNANDEZ;3157394136;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
41;860043787;ASOCIACION LIGA DE NUEVA VIDA;CR 7 166 51 BRR SANCRISTOBAL NORTE;6017946462;Bogota D.C.;Bogota, D.C.;3301;33;asoliga@asoliga.org.co;;NULL;Melissa;3162578652;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
42;860058070;CONSTRUCTORA COLPATRIA S.A.S;CR 54 A 127 A 45;6016439080;Bogota D.C.;Bogota, D.C.;3301;33;impuestos@constructoracolpatria.com;Constructora;6;ALEJANDRA SUAREZ;3107997892;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
43;860070301;CRUZ ROJA COLOMBIANA SECCIONAL CUNDINAMARCA Y BOGOTA;CR 23 73 19;6017460909;Bogota D.C.;Bogota, D.C.;3301;33;fe.proveedores@cruzrojabogota.org.co;;NULL;CATALINA ACOSTA PRIETO;3204343912;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
44;860071887;SERVIALAMBRE S.A.S;CR 70B 22 79 SUR;3118112624;Bogota D.C.;Bogota, D.C.;3301;33;servialambresas@gmail.com;;NULL;GLADYS VILLAVECES;3118112624;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
45;860509527;CONSTRUCTORA OBREVAL SA;CL 49 13 33 P. 14;6013382688;Bogota D.C.;Bogota, D.C.;3301;33;860509527@factureinbox.co;Constructora;6;0;0;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
46;860514664;INDUSTRIAS SAAD S.A.;KM 5 9 AUT MEDELLIN ENTRADA POR FESTO PARQUE INDUS;6018966497;Tenjo;Cundinamarca;1497;14;financiera@modultec-saad.com;;NULL;MARCELA LEGIZAMON;3134671823;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
47;890326425;COMPAÑIA DE CONTROL DE CONTAMINACION DE COLOMBIA C-4 S.A.S. EN REORGANIZACION;CL 13 27 A 05 ACOPI;3108238839;Yumbo;Valle Del Cauca;3041;30;0;;NULL;FABIO;3108238839;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
48;890906388;PROCOPAL S.A.;AUT NORTE KM 25 EN A GIRARDOTA DIAG A EPM;6044441188;Girardota;Antioquia;251;2;mariae.santana@procopal.com;;NULL;LUISA FERNANDA MEDINA VILLEGAS;3118897907;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
49;890911431;CONINSA SAS;CL 55 45 55;6045116199;Medellin;Antioquia;201;2;procesoscontables@coninsa.com;;NULL;JOYVER RUÍZ CLAVIJO;3002161238;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
50;890926257;INMEL INGENIERIA S.A.S.;INMEL INGENIERIA S.A.S;6043222218;Medellin;Antioquia;NULL;NULL;inmel@inmel.com.co;Constructora;6;MAURICIO CASAFUS;3113775670;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
51;890981947;CORPORACION CLUB CAMPESTRE.;CL 16 A SUR 34 950;6043259000;Medellin;Antioquia;201;2;neil.calvo@clubcampestre.com.co;;NULL;NEIL ALEXANDER CALVO;3017836492;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
52;891800498;DEPARTAMENTO DE BOYACA;CL 20 9 90;6087420150;Tunja;Boyacá;601;6;contactenos@boyaca.gov.co;;NULL;MARIA FERNANDA DIAZ;3214493844;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
53;892099324;MUNICIPIO DE VILLAVICENCIO;CL 40 33 64 BRR CENTRO;6086724521;Villavicencio;Meta;2001;20;dircontabilidad.villavicencio@gmail.com;;NULL;LAURA HERNANDEZ;3138481809;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
54;899999124;UNIVERSIDAD PEDAGOGICA NACIONAL;CL 72 11 86;6013485300;Bogota D.C.;Bogota, D.C.;3301;33;dfn@pedagogica.edu.co;;NULL;DAVID BUITRAGO;3103017662;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
55;899999433;MUNICIPIO DE FUNZA;Cr 14 13 05;6018234070;Funza;Cundinamarca;1429;14;correspondencia@funza-cundinamarca.gov.co;;NULL;PAOLA VILLAMIL;3016579829;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
56;900007786;AGROPECUARIA LA RIOJA S.A.S.;CR 27 C 23 SUR 51 CA 156;6045437315;Envigado;Antioquia;247;2;agrolariojasas@gmail.com;;NULL;MAURICIO ROJAS;3122869642;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
57;900020452;DISEFER LTDA;CR 26 12 B 79;6012013280;Bogota D.C.;Bogota, D.C.;3301;33;diseferltda@yahoo.es;;NULL;SEBASTIAN RICO;3164653649;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
58;900024921;PROYECTOS E INGENIERIA DE LA SABANA PROINSA SAS;CL 19 3 A 89 ESTE TO 23 AP 302 CON PIAMONTE;6018281997;Madrid;Cundinamarca;1455;14;proinsaing@gmail.com;;NULL;ING LEONARDO;3123715568;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
59;900032476;CENTRO COMERCIAL PASEO SAN RAFAEL - PROPIEDAD HORIZONTAL;AC 134 55 32;2537811;Bogota D.C.;Bogota, D.C.;3301;33;asistentecontabilidad@cursa.com.co;;NULL;PAULA DANIELA VARGAS;3163592312;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
60;900032839;CONSORCIO GRUPO CONSTRUCTOR AUTOPISTAS DEL CAFÉ;CL 24A 59 42 TO 3 P 10;6016501919;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@grupoconstructorakf.com;Constructora;6;LAURA OROZCO;3227183141;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
61;900049238;CONSTRUCTORES CONSULTORES PLUS S A S;CR 5 69 27 OF 201 OF 201 A;6016946267;Bogota D.C.;Bogota, D.C.;3301;33;contabilidad@plusco.co;Constructora;6;RODOLFO MESTRE;3202329085;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
62;900053855;INGENIERIA APLICADA A LA FORJA LIMITADA;CL 16 28 A 1 50 BRR SAN ANTONIO;3127683178;Tulua;Valle Del Cauca;3036;30;ingeforja@yahoo.es;;NULL;MARIO HERRERA;3167524384;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
63;900054514;CORTAMOS Y DOBLAMOS S.A.;CR 48 78 C SUR 68;6042885017;Sabaneta;Antioquia;287;2;info@cortamosydoblamos.com;;NULL;OLMES GIRALDO;3203229536;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
64;900061096;FERRACEROS SAS;CR 49 81 SUR 30;6046046393;Sabaneta;Antioquia;287;2;eliana.araque@ferbienes.com;;NULL;CAMILO RIOS;3183402770;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
65;900108696;NUEVO MONDONEDO SA ESP;KM 9 VIA MOSQUERA - LAMESA;3012414107;Mosquera;Cundinamarca;1458;14;compras@nuevomondonedo.com;;NULL;OLGA RUIZ;3045686404;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
66;900122962;2K INVERSIONES Y SERVICIOS SOCIEDAD POR ACCIONES SIMPLIFICADAS;CR 70 C 53 45;6012362215;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@2kinse.co;;NULL;EDUARD GUERRA;3118245166;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
67;900156264;NUEVA EPS;CR 11 7 46 BRR SUCRE;3115501987;Bogota D.C.;Bogota, D.C.;3301;33;tributaria@nuevaeps.com.co;;NULL;JORGE ALEJANDRO;3115501987;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
68;900181825;HD MOVIMIENTO SAS;CR 27 13 53;6017048200;Bogota D.C.;Bogota, D.C.;3301;33;facturas@hdmovimientosas.com;;NULL;DIEGO BARBOSA;3168743690;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
69;900182037;MASTERPLAN INGENIERIA Y CIA LTDA;AK 7 155C 20 P 34;3174305755;Bogota D.C.;Bogota, D.C.;3301;33;info@masterplan.com.co;;NULL;LEIDY DANIELA MARTÍNEZ F;3182825434;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
70;900207628;ENERLIM S.A E.S.P.;AUT MED BOG K M 26 PARQUE INDUSTRIAL CINCUENTENARIO PIC VDA LA HONDA;6043755500;Guarne;Antioquia;255;2;enerlim@une.net.co;;NULL;CRISTIAN DAZA;3136199509;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
71;900253790;INVERSIONES Y SERVICIOS INDUSTRIALES S.A.S.;CR 20 8 A 38 BRR PRIMAVERA;3112763416;Villavicencio;Meta;2001;20;info@isi-ingenieros.com;;NULL;PEDRO LOPEZ;3112763416;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
72;900255893;PHYTOPHARMA FOODS SAS;CL 90 49A 44 TO 2 202;3132091521;Bogota D.C.;Bogota, D.C.;3301;33;facturacion@phytopharmafoods.com;;NULL;DANIEL GONZALEZ;3204134482;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
73;900277518;EMPRESA DE SERVICIOS INTEGRALES DE INGENIERIA Y CONSTRUCCION (EMSIC S.A.S.);CARRETERA VARIANTE POZON POLICARPA K M 2 20;6056631258;Cartagena;Bolívar;501;5;info@emsicsas.com.co;Constructora;6;RAFAEL STEER;3126981243;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
74;900281957;ANGULAR CONSTRUCCIONES S.A.S.;CL 33 A 81 81;6044163388;Medellin;Antioquia;201;2;angularsas@msn.com;Constructora;6;SANDRO ZAPATA;3023203054;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
75;900298747;ACCESS DIGITAL SAS;CL 8 6 19 O F 202;3103439431;Ramiriqui;Boyacá;676;6;recepcionfacturas@accessdigital.com.co;;NULL;HUGO ROJAS;3103439431;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
76;900303038;CONJUNTO CERRADO LA PASTORITA;AV 19 23 A NORTE 21;3182150131;Armenia;Antioquia;216;2;lapastoritaconjuntocerrado@gmail.com;;NULL;IVAN;3044299814;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
77;900308216;SERVICIOS Y MONTAJES INGENERIA S.A.S;VDA GUAYABAL CA 8;3155028992;Orito;Putumayo;2303;23;facturacion@symontajes.com;;NULL;ANGELA NATHALIA NARVAEZ PASTAS;3108205127;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
78;900325497;CARBONES LA FORTUNA S A S;CR 6 2A 55;3134301627;Guacheta;Cundinamarca;1438;14;carboneslafortuna@outlook.com;Conjuntos residenciales;11;MIGUEL AVENDAÑO|;3134301627;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;25/05/2026 9:11
79;900346807;CENTRO MAYOR CENTRO COMERCIAL PH;CL 38 A SUR 34 D 51;6017342048;Bogota D.C.;Bogota, D.C.;3301;33;contador@centromayorcc.com;;NULL;DANIELA;3155631099;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
80;900373970;ECOCIVIL INGENIEROS S.A.S.;VDA PIEDRAS BLANCAS KM 1 180 CRR SANTA ELENA;3167434683;Medellin;Antioquia;201;2;administracion@ecocivilingenieros.com;;NULL;GENESIS CORREA;3045343457;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
81;900378435;SERVICIOS ESPECIALIZADOS DE TURBINAS S A S;K M 7 AUT MEDELLIN COSTADO SUR PAR INDUSTRIAL INTERPARK LT 41 BG 1;6018269631;Funza;Cundinamarca;1429;14;fabian.riveros@serviturbinas.com;;NULL;ANA SANTIAGO;3114879273;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
82;900380293;CONSTRUCCIONES ARQUICONS ARQUITECTOS E INGENIEROS LTDA;CL 130 58 20 OF 301;3170784736;Bogota D.C.;Bogota, D.C.;3301;33;analista.admon@arquicons.co;Constructora;6;NATAN QUINTERO;3170784736;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
83;900388800;IMPORTADORA Y COMERCIALIZADORA PETROLERA S A S;CR 13 A 5 A 20 BG 24 A CONJ INDUSTRIAL PORVENIR 2;3012846420;Mosquera;Cundinamarca;1458;14;gerencia@imcopetrol.com;;NULL;DANIEL PULIDO;3192124950;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
84;900396406;CONJUNTO RESIDENCIAL VILLAS DEL HOYO 2 - PROPIEDAD HORIZONTAL;CL 15 27 70;3102776969;Funza;Cundinamarca;1429;14;villasdelhoyo2@gmail.com;;NULL;CLARA INES ROZO;3102776969;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
85;900409416;GROUP AFRIMET S.A.S;CR 25 SUR 48 A 14 AP 337;6014648510;Bogota D.C.;Bogota, D.C.;3301;33;facturasafrimetsas@gmail.com;;NULL;EDWAR AFRICANO;3004382553;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
86;900409769;ASESORIAS URBANAS RURALES S.A.S;AV 19 118 30 OF 602;6017683574;Bogota D.C.;Bogota, D.C.;3301;33;0;;NULL;HAROLD;3214814080;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
87;900419383;HBJ INGENIERIA S.A.S;BRR MANGA CR 22 28 34;3013436524;Cartagena;Bolívar;501;5;epatino78@hotmail.com;;NULL;CARLOS OLIVO;3016514463;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
88;900421219;AGRUPACION ZONA FRANCA DE OCCIDENTE - PROPIEDAD HORIZONTAL;AV TRONCAL OCCIDENTE N° 20 - 85 VARIANTE MOSQUERA MADRID;3134517344;Bogota D.C.;Bogota, D.C.;3301;33;adminagrupacion@zonafrancaoccidente.com;;NULL;YENNY AGUIRRE;3046194219;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
89;900422814;AGRA FEED SAS;CL 106 50 67 CC GRAN BOULEVARD OF 209;3008117826;Barranquilla;Atlántico;401;4;contador@fcm.net.co;;NULL;IVAN BARROS;3016443454;JUAN VICENTE PAEZ OSPINA;NO;ACTIVO;20/05/2026 14:36
